shopTitle,price,title,auction,item_id,realSales,procity,Trade-in,Free Shipping Insurance,Free Shipping,Global Purchase,Charity Goods,CPU Model,Camera Pixel,Charging Power,Screen Size,Camera Number,Highest Pixel
囧人数码,4710.0,2023新品Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 官方正品 5G 苹果手机 国行全网通,item.taobao.com/item.htm?id=739076083926&ns=1&abbucket=15#detail,739076083926,60,江苏 南京,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
九佳正品(Apple放心店,5539.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus 全网通5G手机 全新原封国行正品原装,item.taobao.com/item.htm?id=739863437535&ns=1&abbucket=15#detail,739863437535,36,山东 济南,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
德兴数码通讯,5199.0,Apple/苹果 <span class=H>iPhone</span><span class=H>15</span> Pro Max旗舰6.7英寸苹果<span class=H>15</span>ProMax正品5G手机,item.taobao.com/item.htm?id=754430372358&ns=1&abbucket=15#detail,754430372358,60,广西 南宁,0,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
耀壹数码通讯,7999.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus,item.taobao.com/item.htm?id=763140610856&ns=1&abbucket=15#detail,763140610856,3600,山东 济南,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
爱芳数码 65期金牌卖家,3378.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>全面灵动岛设计搭载A16芯片4800万像素手机,item.taobao.com/item.htm?id=738945661644&ns=1&abbucket=15#detail,738945661644,576,广东 深圳,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
热点数码科技,4350.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>全新正品苹果<span class=H>15</span>苹果<span class=H>15</span>ProMax双卡5G手机,item.taobao.com/item.htm?id=748596533664&ns=1&abbucket=15#detail,748596533664,156,广东 深圳,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
卓讯,8558.0,现货Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro Max 5G手机<span class=H>iPhone</span><span class=H>15</span>max 国行正品,item.taobao.com/item.htm?id=738835665957&ns=1&abbucket=15#detail,738835665957,36,北京,1,0,1,0,1,A17 Pro 芯片,4800,20,,1,4800
曈曚数码,7999.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus,item.taobao.com/item.htm?id=757208776626&ns=1&abbucket=15#detail,757208776626,1200,浙江 金华,0,0,0,0,0,A16 仿生芯片,4800,20,,1,4800
诺悦通讯,5500.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus新品苹果<span class=H>iPhone</span><span class=H>15</span>国行正品原封手机,item.taobao.com/item.htm?id=737279272251&ns=1&abbucket=15#detail,737279272251,12,江苏 南京,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
九佳正品(Apple放心店,8449.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro Max 全网通5G手机全新国行原装正品max,item.taobao.com/item.htm?id=739846437690&ns=1&abbucket=15#detail,739846437690,96,山东 济南,1,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
乐购通信科技,5363.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus 2023新款苹果<span class=H>15</span>plus手机6.7英寸,item.taobao.com/item.htm?id=739479596583&ns=1&abbucket=15#detail,739479596583,36,四川 成都,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
亚盛手机数码,8539.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro Max国行正品全新未激活新款5G旗舰手机,item.taobao.com/item.htm?id=765694498484&ns=1&abbucket=15#detail,765694498484,84,浙江 杭州,0,0,1,0,1,A17 Pro 芯片,4800,20,,1,4800
成都皓悦通讯数码,5199.0,新款上市 Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus国行原封旗舰5G手机成都闪送,item.taobao.com/item.htm?id=739149968628&ns=1&abbucket=15#detail,739149968628,96,四川 成都,1,0,1,0,1,A16 仿生芯片,4800,20,,1,4800
华佳数码,4488.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>国行正品手机双卡全网通5G新款苹果<span class=H>15</span> plus,item.taobao.com/item.htm?id=769003307641&ns=1&abbucket=15#detail,769003307641,48,广东 深圳,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
果粉 Store,5900.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus国行5G双卡<span class=H>15</span>ProMax新款<span class=H>15</span>Pro十五手机,item.taobao.com/item.htm?id=740575386047&ns=1&abbucket=15#detail,740575386047,12,广东 深圳,1,0,1,1,1,A16 仿生芯片,4800,30,,1,4800
汇航手机数码店,5999.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>  支持移动联通电信5G 双卡双待手机,item.taobao.com/item.htm?id=745676736294&ns=1&abbucket=15#detail,745676736294,3600,河南 郑州,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
九佳正品(Apple放心店,4724.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 全网通5G手机全新原封国行正品原装<span class=H>iphone</span>,item.taobao.com/item.htm?id=739683668238&ns=1&abbucket=15#detail,739683668238,60,山东 济南,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
iphone华南数码,4650.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>Pro Max<span class=H>15</span>pro国行正品原封资源全新双卡,item.taobao.com/item.htm?id=771893619493&ns=1&abbucket=15#detail,771893619493,60,广东 深圳,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
非常手机 金冠品质 值得信赖,5099.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 2023新款苹果国行正品5G全网通苹果<span class=H>15</span>,item.taobao.com/item.htm?id=739518320467&ns=1&abbucket=15#detail,739518320467,24,广东 深圳,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
众逸数码,8569.0,【全国联保】Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro Max全网通5G手机原装国行,item.taobao.com/item.htm?id=740461837932&ns=1&abbucket=15#detail,740461837932,828,江苏 南京,0,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
启航数码007,3350.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>全新移动联通电信5G三网通5G原装正品手机,item.taobao.com/item.htm?id=742771111018&ns=1&abbucket=15#detail,742771111018,96,广东 深圳,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
老徐的数码店,5488.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus 6.7英寸官方正品国行全网通5G手机,item.taobao.com/item.htm?id=739198056776&ns=1&abbucket=15#detail,739198056776,12,上海,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
中国移动手机数码店,6779.0,【全国联保】Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro 全网通5G手机新品国行,item.taobao.com/item.htm?id=743590618445&ns=1&abbucket=15#detail,743590618445,48,浙江 杭州,1,0,1,0,0,A17 Pro 芯片,4800,27,,1,4800
树睿科技,4700.0,新款Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 原封国行 同城闪送 6.1寸5G双卡手机,item.taobao.com/item.htm?id=740143263388&ns=1&abbucket=15#detail,740143263388,216,上海,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
杭州朗朗数码苹果实体,5450.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus 全网通2023新品5G手机全新现货当天发,item.taobao.com/item.htm?id=739726140107&ns=1&abbucket=15#detail,739726140107,36,浙江 杭州,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
圣方数码,8888.0,现货Apple/苹果 <span class=H>iPhone</span><span class=H>15</span>ProMax苹果<span class=H>15</span>Pro手机<span class=H>iPhone</span><span class=H>15</span>plus全网通,item.taobao.com/item.htm?id=740087542502&ns=1&abbucket=15#detail,740087542502,6000,广东 深圳,0,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
上海讯杰数码,4399.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>手机苹果6.1英寸国行<span class=H>iphone</span><span class=H>15</span>plus手机未激,item.taobao.com/item.htm?id=740927694044&ns=1&abbucket=15#detail,740927694044,36,上海,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
不二优选手机商城,6999.0,【全国联保】Apple/苹果 <span class=H>iPhone</span><span class=H>15</span> Plus全网通5G手机原装国行正品,item.taobao.com/item.htm?id=739047651931&ns=1&abbucket=15#detail,739047651931,3600,江苏 南京,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
iPhone易展数码优选,6450.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro 苹果<span class=H>15</span>promax 国行全网通5G双卡<span class=H>15</span>pm,item.taobao.com/item.htm?id=744348759264&ns=1&abbucket=15#detail,744348759264,84,广东 深圳,1,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
龙华通讯,4898.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 移动联通电信5G手机 苹果手机 全新未激活,item.taobao.com/item.htm?id=758871080631&ns=1&abbucket=15#detail,758871080631,84,广东 深圳,0,0,0,0,0,A16 仿生芯片,4800,27,,1,4800
圣方数码,5888.0,现货Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>Plus 苹果<span class=H>15</span>promax手机<span class=H>iPhone</span><span class=H>15</span>全网通,item.taobao.com/item.htm?id=739993109944&ns=1&abbucket=15#detail,739993109944,12,广东 深圳,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
武汉老石,3350.0,代购Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>新款正品国行5G全网通手机分期,item.taobao.com/item.htm?id=743596737539&ns=1&abbucket=15#detail,743596737539,36,广东 深圳,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
不二优选手机商城,7999.0,【全国联保】Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro全网通5G手机原装国行正品,item.taobao.com/item.htm?id=738920978822&ns=1&abbucket=15#detail,738920978822,2400,江苏 南京,1,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
华夏星数码科技网购店,4809.0,2023最新款 Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 6.1英寸 5G手机 256G 国行正品,item.taobao.com/item.htm?id=738921546116&ns=1&abbucket=15#detail,738921546116,36,上海,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
平安数码,4399.0,<span class=H>15</span>年老店 Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>苹果<span class=H>15</span>ProMax苹果<span class=H>15</span>Plus手机5G,item.taobao.com/item.htm?id=739988613124&ns=1&abbucket=15#detail,739988613124,36,广东 深圳,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
五道口学院,9399.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro Max 苹果手机 5G手机 全新 国行,item.taobao.com/item.htm?id=771500201476&ns=1&abbucket=15#detail,771500201476,7200,北京,0,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
一楼土木人创业店,3600.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>  5G手机  6.1寸 正品 国行原封苹果<span class=H>15</span>,item.taobao.com/item.htm?id=740385999919&ns=1&abbucket=15#detail,740385999919,36,湖北 武汉,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
鑫龙电通,5490.0,现货原封正品 Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus双卡5G手机<span class=H>15</span>promaxplus,item.taobao.com/item.htm?id=740009230141&ns=1&abbucket=15#detail,740009230141,48,河南 郑州,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
不二优选手机商城,13999.0,【新】Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro Max全网通5G手机原装国行,item.taobao.com/item.htm?id=766645838956&ns=1&abbucket=15#detail,766645838956,1200,江苏 南京,1,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
例米数码,4733.0,新款Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>苹果<span class=H>15</span>手机原封官方正品<span class=H>iPhone</span><span class=H>15</span>现货,item.taobao.com/item.htm?id=740021635242&ns=1&abbucket=15#detail,740021635242,24,北京,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
小黄鸭数码,5099.0,现货速发Apple/苹果 <span class=H>iPhone</span><span class=H>15</span>Plus正品苹果<span class=H>15</span>ProMax全网通<span class=H>15</span>手机,item.taobao.com/item.htm?id=739986269531&ns=1&abbucket=15#detail,739986269531,24,广东 深圳,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
众逸数码,6749.0,【全国联保】Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro全网通手机原装国行正品,item.taobao.com/item.htm?id=740318020312&ns=1&abbucket=15#detail,740318020312,576,江苏 南京,0,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
蜀都通讯,4650.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 国行全新原封未激活 5G全网通智能手机,item.taobao.com/item.htm?id=739610289276&ns=1&abbucket=15#detail,739610289276,48,四川 成都,1,0,0,0,1,A16 仿生芯片,4800,20,,1,4800
华圣手机通讯店,12499.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro Max 新品5G全网通手机,item.taobao.com/item.htm?id=771946350216&ns=1&abbucket=15#detail,771946350216,960,广东 深圳,0,0,0,0,0,A17 Pro 芯片,4800,20,,1,4800
天诺数码 十年老店,4299.0,Apple/苹果 <span class=H>iPhone</span><span class=H>15</span>pro国行正品<span class=H>iPhone</span><span class=H>15</span>ProMax全网通苹果<span class=H>15</span>手机,item.taobao.com/item.htm?id=772906875622&ns=1&abbucket=15#detail,772906875622,312,广东 深圳,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
HK数码企业店,5299.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 支持移动联通电信5G 双卡双待手机,item.taobao.com/item.htm?id=763020960678&ns=1&abbucket=15#detail,763020960678,6000,上海,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
果品 Store,6668.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro 全网通5G手机原装国行,item.taobao.com/item.htm?id=769768047294&ns=1&abbucket=15#detail,769768047294,24,广东 深圳,0,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
圣方数码,4888.0,现货Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 苹果<span class=H>15</span>promax手机<span class=H>iPhone</span><span class=H>15</span>plus全网通,item.taobao.com/item.htm?id=739993113137&ns=1&abbucket=15#detail,739993113137,7200,广东 深圳,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
和鑫通讯数码,6450.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro Max国行苹果<span class=H>15</span>手机5G正品苹果<span class=H>15</span>promax,item.taobao.com/item.htm?id=745189207944&ns=1&abbucket=15#detail,745189207944,216,广东 深圳,1,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
神速手机 全球购商家,3550.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>全面灵动岛设计搭载A16芯片4800万像素手机,item.taobao.com/item.htm?id=740193346984&ns=1&abbucket=15#detail,740193346984,60,广东 深圳,1,0,1,1,1,A16 仿生芯片,4800,20,,1,4800
长沙启点通讯手机平台,4789.0,长沙小时达手机】Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>国行原封双卡5G手机苹果<span class=H>15</span>,item.taobao.com/item.htm?id=739736796754&ns=1&abbucket=15#detail,739736796754,72,湖南 长沙,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
众逸数码,9999.0,【88VIP】Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>Pro Max全网通5G手机原装国行正品,item.taobao.com/item.htm?id=767872321039&ns=1&abbucket=15#detail,767872321039,1200,江苏 南京,0,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
鼎诺数码科技,4678.0,新品 Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 国行正品全网通5G手机旗舰苹果<span class=H>15</span>手机,item.taobao.com/item.htm?id=739421890744&ns=1&abbucket=15#detail,739421890744,48,河南 郑州,1,0,1,0,0,A16 仿生芯片,4800,40,,1,4800
井宜数码,4300.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>手机苹果<span class=H>15</span>全新国行正品 A3092 假一赔三,item.taobao.com/item.htm?id=740300623572&ns=1&abbucket=15#detail,740300623572,12,广东 深圳,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
纵横通讯高端机,6568.0,2023新款Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro 苹果<span class=H>15</span>Pro手机国行正品5G手机,item.taobao.com/item.htm?id=763069278209&ns=1&abbucket=15#detail,763069278209,0,上海,1,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
合肥天地通讯商城,5499.0,现货 Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus 国行5G手机原封原装正品6.7英寸,item.taobao.com/item.htm?id=739908546167&ns=1&abbucket=15#detail,739908546167,24,安徽 合肥,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
乐汇数码通讯,12499.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro Max新款5G手机国行正品智能全网通手机,item.taobao.com/item.htm?id=740799377250&ns=1&abbucket=15#detail,740799377250,0,广东 深圳,1,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
超越数码店,7680.0,【成都闪送小时达手机】Apple/苹果<span class=H>iPhone</span><span class=H>15</span>ProMax5G手机国行原封,item.taobao.com/item.htm?id=739421998261&ns=1&abbucket=15#detail,739421998261,72,四川 成都,1,0,0,0,0,A17 Pro 芯片,4800,20,,1,4800
方圆泽数码优品,4644.35,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>国行6.1寸双卡5G正品原封零售官方旗舰手机,item.taobao.com/item.htm?id=740684658837&ns=1&abbucket=15#detail,740684658837,48,陕西 西安,0,0,1,0,1,A16 仿生芯片,4800,20,,1,4800
花海手机通讯店,9999.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro Max 高刷屏全网通2023新品5G手机,item.taobao.com/item.htm?id=744659653462&ns=1&abbucket=15#detail,744659653462,1200,北京,0,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
很多机汇智能企业店,5699.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>-dj,item.taobao.com/item.htm?id=753543754085&ns=1&abbucket=15#detail,753543754085,168,广东 深圳,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
龘鑫手机优选商城,6999.0,【全国联保】Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus全网通5G手机原装国行,item.taobao.com/item.htm?id=774748254200&ns=1&abbucket=15#detail,774748254200,456,江苏 南京,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
仁勋科技,9999.0,【88VIP】Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> ProMax全网通5G手机原装国行正品,item.taobao.com/item.htm?id=774469495043&ns=1&abbucket=15#detail,774469495043,2400,江苏 南京,0,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
Blue蓝蓝数码,4799.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>国行5G双卡手机 <span class=H>iPhone</span><span class=H>15</span> 6.1寸国行原封,item.taobao.com/item.htm?id=739330276121&ns=1&abbucket=15#detail,739330276121,324,四川 成都,0,0,1,0,1,A16 仿生芯片,4800,20,,1,4800
华夏星数码科技网购店,5750.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus 5G手机 6.7英寸双卡双待国行正品现货,item.taobao.com/item.htm?id=739417746417&ns=1&abbucket=15#detail,739417746417,12,上海,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
花海手机通讯店,8999.0,[<span class=H>15</span> Pro]Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro 高刷屏全网通2023新品5G手机,item.taobao.com/item.htm?id=744810385521&ns=1&abbucket=15#detail,744810385521,12000,北京,0,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
恒实数码,4688.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>  新款 苹果 手机 <span class=H>15</span> Plus  全新机<span class=H>15</span> 原封,item.taobao.com/item.htm?id=740517413029&ns=1&abbucket=15#detail,740517413029,204,广东 珠海,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
不二优选手机商城,7999.0,【全国联保】Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro全网通5G手机原装国行正品,item.taobao.com/item.htm?id=750433067466&ns=1&abbucket=15#detail,750433067466,12000,江苏 南京,1,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
不二优选手机商城,5999.0,【全国联保】Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>全网通5G手机原装国行正品,item.taobao.com/item.htm?id=775064228028&ns=1&abbucket=15#detail,775064228028,6000,江苏 南京,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
鸿茂数码店,9999.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro Max 国行正品 全网通5G 双卡双待,item.taobao.com/item.htm?id=765700847720&ns=1&abbucket=15#detail,765700847720,4800,北京,0,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
淘机宝贝屋,5508.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus 2023年新款全新原封 国行正品5G手机,item.taobao.com/item.htm?id=736939604845&ns=1&abbucket=15#detail,736939604845,48,江苏 南京,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
例米数码,5558.0,2023新款Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus苹果<span class=H>15</span>Plus手机6.7寸国行正品,item.taobao.com/item.htm?id=740027371683&ns=1&abbucket=15#detail,740027371683,24,北京,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
花海手机通讯店,10499.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro Max 高刷屏全网通2023新品5G手机,item.taobao.com/item.htm?id=762629992709&ns=1&abbucket=15#detail,762629992709,3600,北京,0,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
金运通讯,4679.0,23新款Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>旗舰手机5G官方正品手机苹果国行双卡,item.taobao.com/item.htm?id=738815077860&ns=1&abbucket=15#detail,738815077860,36,北京,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
有机汇智能企业店,9999.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro Max 5G全网通双卡双待全新苹果手机,item.taobao.com/item.htm?id=743513872056&ns=1&abbucket=15#detail,743513872056,2400,广东 深圳,0,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
南昌非凡电讯商贸企业店,4730.0,【新品】Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 灵动岛 6.1英寸 双卡双待全网通5G,item.taobao.com/item.htm?id=740383303307&ns=1&abbucket=15#detail,740383303307,12,江西 南昌,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
上海聿文数码实体企业店,4799.0,2023最新款Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 6.1英寸国行手机苹果<span class=H>15</span>,item.taobao.com/item.htm?id=740095622295&ns=1&abbucket=15#detail,740095622295,60,上海,0,0,1,0,1,A16 仿生芯片,4800,20,,1,4800
鸿茂数码店,9999.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro Max 全新国行正品 全网通5G 双卡双待,item.taobao.com/item.htm?id=765052866146&ns=1&abbucket=15#detail,765052866146,0,北京,0,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
弘盛通讯,4660.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>新款上市 国行正品全新 灵动岛 苹果<span class=H>15</span>  A17,item.taobao.com/item.htm?id=738619776026&ns=1&abbucket=15#detail,738619776026,36,广东 深圳,1,0,1,0,1,A16 仿生芯片,4800,66,,1,4800
和鑫通讯数码,4750.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>国行苹果<span class=H>15</span>手机<span class=H>iphone</span><span class=H>15</span>plus双卡<span class=H>15</span>苹果手机,item.taobao.com/item.htm?id=773893820729&ns=1&abbucket=15#detail,773893820729,0,广东 深圳,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
众逸数码,9999.0,【原装国行】Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro Max全网通5G手机正品,item.taobao.com/item.htm?id=758523120403&ns=1&abbucket=15#detail,758523120403,984,江苏 南京,0,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
长沙依林数码,4770.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>手机2023新款国行正品5G全网通苹果<span class=H>15</span>,item.taobao.com/item.htm?id=739823292524&ns=1&abbucket=15#detail,739823292524,36,湖南 长沙,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
众逸数码,6999.0,【全国联保】Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus全网通5G手机原装国行,item.taobao.com/item.htm?id=740539509483&ns=1&abbucket=15#detail,740539509483,420,江苏 南京,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
龘鑫手机优选商城,4799.0,【全国联保】Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>手机原装国行正品,item.taobao.com/item.htm?id=760509827750&ns=1&abbucket=15#detail,760509827750,780,江苏 南京,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
酷感数码通讯,5529.0,2023新款Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus手机苹果<span class=H>15</span>plus国行旗舰手机,item.taobao.com/item.htm?id=739551739497&ns=1&abbucket=15#detail,739551739497,24,重庆,1,0,1,0,1,A16 仿生芯片,4800,20,,1,4800
超盈国际HK,4728.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>新品5G 国行苹果<span class=H>15</span>手机<span class=H>iPhone</span><span class=H>15</span>全新手机,item.taobao.com/item.htm?id=741603422145&ns=1&abbucket=15#detail,741603422145,36,广东 深圳,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
隆缘手机数码电器,5199.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>,item.taobao.com/item.htm?id=769117355614&ns=1&abbucket=15#detail,769117355614,24000,浙江 杭州,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
中国移动手机数码店,6999.0,【顺丰包邮】Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus全网通5G手机原装正品,item.taobao.com/item.htm?id=743604718187&ns=1&abbucket=15#detail,743604718187,2400,浙江 杭州,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
千线数码科技,4599.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>苹果5G国行原封现货全网通官方正品 顺丰,item.taobao.com/item.htm?id=739263361508&ns=1&abbucket=15#detail,739263361508,12,山东 淄博,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
鑫源通讯数码科技,7999.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>支持移动联通电信5G双卡双待手机,item.taobao.com/item.htm?id=738993517131&ns=1&abbucket=15#detail,738993517131,1200,广东 深圳,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
